ticker,stage,document_priority,discovery_mode,preferred_source_tiers,force_download,plan_status,reason
VIX,stage_4_deep_dive_shortlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VVS,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VVS,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VVS,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TSC,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TSC,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TSC,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TNH,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TNH,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TNH,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TLG,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TLG,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TLG,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TDG,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TDG,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TDG,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VLC,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VLC,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VLC,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VNB,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VNB,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VNB,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VOC,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VOC,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VOC,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TDM,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TDM,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TDM,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VTC,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VTC,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VTC,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TTN,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TTN,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TTN,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VCW,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VCW,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VCW,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VTR,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VTR,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VTR,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VCP,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VCP,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VCP,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TOS,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TOS,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TOS,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TVP,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TVP,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TVP,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VNS,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VNS,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VNS,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VHM,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VHM,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VIC,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VIC,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VPI,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VPI,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TVB,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TVB,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
WSS,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
WSS,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VC3,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VC3,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TIG,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TIG,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TLD,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TLD,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VC7,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VC7,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VHG,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VHG,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VTO,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VTO,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VIP,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VIP,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TVC,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TVC,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TDP,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
