ticker,input_rank,rank_source,stage,stage_assignment_status,assignment_reason,official_files_per_ticker_min,official_files_per_ticker_max,target_max_tickers_for_stage,template_only,manual_review_required,no_financial_claim
TSA,288,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
TSG,289,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
TT6,290,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
TTB,291,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
TTD,292,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
TTE,293,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
TTZ,294,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
TUG,295,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
TVA,296,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
TVG,297,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
TVM,298,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
TW3,299,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
UCT,300,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
UEM,301,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
UMC,302,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
UTT,303,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VAT,304,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VBG,305,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VBH,306,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VBT,307,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VCE,308,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VDB,309,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VDG,310,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VDT,311,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VE2,312,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VE3,313,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VE4,314,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VES,315,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VFC,316,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VHF,317,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VHH,318,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VIH,319,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VIR,320,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VIW,321,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VKD,322,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VLP,323,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VLS,324,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VLW,325,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VMA,326,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VMK,327,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VMT,328,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VNT,329,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VNX,330,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VPW,331,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VTM,332,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VTS,333,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VXP,334,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VXT,335,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
X26,336,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
XDC,337,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
XPH,338,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
YTC,339,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
TKC,340,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
TS4,341,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
UXC,342,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VC5,343,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VCT,344,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VE8,345,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VTI,346,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VXB,347,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
X77,348,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
TNM,349,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
TIN,350,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
TDN,351,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
V15,352,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
VKP,353,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
A32,354,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AAA,355,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AAH,356,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AAM,357,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AAN,358,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AAS,359,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AAT,360,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AAV,361,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ABB,362,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ABC,363,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ABI,364,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ABR,365,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ABS,366,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ABT,367,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ABW,368,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AC4,369,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ACB,370,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ACC,371,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ACE,372,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ACG,373,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ACL,374,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ACM,375,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ACS,376,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ACV,377,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ADC,378,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ADG,379,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ADP,380,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ADS,381,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AFC,382,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AFX,383,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AG1,384,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AGC,385,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AGD,386,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AGE,387,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AGF,388,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AGG,389,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AGM,390,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AGP,391,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AGR,392,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AGX,393,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AIC,394,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AIG,395,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ALC,396,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ALP,397,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ALT,398,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ALV,399,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AMC,400,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AMD,401,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AME,402,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AMP,403,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AMS,404,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AMV,405,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ANC11601,406,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ANT,407,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ANV,408,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
APC,409,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
APF,410,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
APG,411,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
APH,412,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
API,413,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
APL,414,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
APP,415,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
APS,416,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
APT,417,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AQN,418,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ARM,419,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ART,420,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ASA,421,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ASD,422,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ASG,423,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ASIAGF,424,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ASM,425,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ASP,426,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AST,427,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ATA,428,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ATB,429,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ATD,430,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ATG,431,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
ATS,432,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AUM,433,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AVC,434,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AVF,435,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AVG,436,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
AVS,437,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
B82,438,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BAB,439,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BAF,440,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BAL,441,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BAM,442,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BAOMINH,443,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BAS,444,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BAX,445,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BB,446,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BBC,447,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BBH,448,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BBM,449,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BBS,450,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BBT,451,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BCA,452,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BCB,453,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BCC,454,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BCE,455,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BCF,456,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BCG,457,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BCI,458,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BCM,459,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BCO,460,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BCP,461,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BCR,462,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BCV,463,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BDB,464,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BDC,465,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BDF,466,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BDG,467,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BDT,468,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BDW,469,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BED,470,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BEL,471,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BFC,472,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
